State,,County Name,,,,Median Home Price Q4 2023,,,"Monthly Payment Q4
2023",,,"Monthly Payment
Q4 2022",,,,,
,,Randolph County,,,,"$183,880",,,"$1,130",,,"$1,010",,,,,
,,Richmond County,,,,"$122,750",,,$760,,,$650,,,,,
,,Robeson County,,,,"$91,600",,,$570,,,$480,,,,,
,,Rockingham County,,,,"$161,920",,,"$1,000",,,$890,,,,,
,,Rowan County,,,,"$226,540",,,"$1,400",,,"$1,240",,,,,
,,Rutherford County,,,,"$173,540",,,"$1,070",,,$920,,,,,
,,Sampson County,,,,"$127,910",,,$790,,,$680,,,,,
,,Scotland County,,,,"$109,590",,,$680,,,$580,,,,,
,,Stanly County,,,,"$209,190",,,"$1,290",,,"$1,110",,,,,
,,Stokes County,,,,"$178,990",,,"$1,100",,,$980,,,,,
,,Surry County,,,,"$186,700",,,"$1,150",,,$990,,,,,
,,Swain County,,,,"$196,250",,,"$1,210",,,"$1,040",,,,,
,,Transylvania County,,,,"$327,560",,,"$2,020",,,"$1,730",,,,,
,,Tyrrell County,,,,"$154,120",,,$950,,,$820,,,,,
,,Union County,,,,"$433,070",,,"$2,670",,,"$2,380",,,,,
,,Vance County,,,,"$145,900",,,$900,,,$770,,,,,
,,Wake County,,,,"$495,340",,,"$3,060",,,"$2,730",,,,,
,,Warren County,,,,"$133,060",,,$820,,,$700,,,,,
,,Washington County,,,,"$107,280",,,$660,,,$570,,,,,
,,Watauga County,,,,"$310,440",,,"$1,920",,,"$1,640",,,,,
,,Wayne County,,,,"$178,650",,,"$1,100",,,$970,,,,,
,,Wilkes County,,,,"$165,970",,,"$1,020",,,$880,,,,,
,,Wilson County,,,,"$205,790",,,"$1,270",,,"$1,090",,,,,
,,Yadkin County,,,,"$170,390",,,"$1,050",,,$930,,,,,
,,Yancey County,,,,"$226,090",,,"$1,390",,,"$1,200",,,,,
,,Adams County,,,,"$114,670",,,$710,,,$640,,,,,
,,Barnes County,,,,"$165,100",,,"$1,020",,,$920,,,,,
,,Benson County,,,,"$82,970",,,$510,,,$460,,,,,
,,Billings County,,,,"$248,490",,,"$1,530",,,"$1,380",,,,,
,,Bottineau County,,,,"$197,220",,,"$1,220",,,"$1,090",,,,,
,,Bowman County,,,,"$175,980",,,"$1,090",,,$980,,,,,
,,Burke County,,,,"$141,350",,,$870,,,$780,,,,,
,,Burleigh County,,,,"$340,530",,,"$2,100",,,"$1,890",,,,,
,,Cass County,,,,"$287,790",,,"$1,780",,,"$1,620",,,,,
,,Cavalier County,,,,"$128,590",,,$790,,,$710,,,,,
,,Dickey County,,,,"$172,320",,,"$1,060",,,$960,,,,,
,,Divide County,,,,"$170,440",,,"$1,050",,,$950,,,,,
,,Dunn County,,,,"$263,350",,,"$1,620",,,"$1,460",,,,,
North Dakota,,Eddy County,,,,"$113,420",,,$700,,,$630,,,,,
,,Emmons County,,,,"$115,300",,,$710,,,$640,,,,,
,,Foster County,,,,"$167,720",,,"$1,030",,,$930,,,,,
,,Golden Valley County,,,,"$149,090",,,$920,,,$830,,,,,
,,Grand Forks County,,,,"$243,950",,,"$1,510",,,"$1,410",,,,,
,,Grant County,,,,"$92,910",,,$570,,,$520,,,,,
,,Griggs County,,,,"$125,030",,,$770,,,$690,,,,,
,,Hettinger County,,,,"$116,240",,,$720,,,$650,,,,,
,,Kidder County,,,,"$146,790",,,$910,,,$810,,,,,
,,LaMoure County,,,,"$122,310",,,$750,,,$680,,,,,
,,Logan County,,,,"$98,770",,,$610,,,$550,,,,,
,,McHenry County,,,,"$142,920",,,$880,,,$790,,,,,
,,McIntosh County,,,,"$87,150",,,$540,,,$480,,,,,
,,McKenzie County,,,,"$345,480",,,"$2,130",,,"$1,920",,,,,
,,McLean County,,,,"$232,380",,,"$1,430",,,"$1,290",,,,,
,,Mercer County,,,,"$200,880",,,"$1,240",,,"$1,120",,,,,
,,Morton County,,,,"$257,980",,,"$1,590",,,"$1,440",,,,,
,,Mountrail County,,,,"$214,490",,,"$1,320",,,"$1,190",,,,,
,,Nelson County,,,,"$112,370",,,$690,,,$620,,,,,
,,Oliver County,,,,"$237,400",,,"$1,460",,,"$1,320",,,,,
,,Pembina County,,,,"$117,920",,,$730,,,$650,,,,,
,,Pierce County,,,,"$161,540",,,"$1,000",,,$900,,,,,
,,Ramsey County,,,,"$202,240",,,"$1,250",,,"$1,120",,,,,
,,Ransom County,,,,"$152,650",,,$940,,,$850,,,,,
,,Renville County,,,,"$173,160",,,"$1,070",,,$960,,,,,
,,Richland County,,,,"$172,110",,,"$1,060",,,$960,,,,,
,,Rolette County,,,,"$94,370",,,$580,,,$520,,,,,
,,Sargent County,,,,"$141,140",,,$870,,,$780,,,,,
,,Sheridan County,,,,"$113,520",,,$700,,,$630,,,,,
,,Sioux County,,,,"$101,700",,,$630,,,$560,,,,,
,,Slope County,,,,"$114,990",,,$710,,,$640,,,,,
,,Stark County,,,,"$267,010",,,"$1,650",,,"$1,480",,,,,
,,Steele County,,,,"$125,450",,,$770,,,$700,,,,,
,,Stutsman County,,,,"$199,840",,,"$1,230",,,"$1,110",,,,,
,,Towner County,,,,"$133,500",,,$820,,,$740,,,,,
,,Traill County,,,,"$180,690",,,"$1,110",,,"$1,000",,,,,
,,Walsh County,,,,"$116,870",,,$720,,,$650,,,,,
,,Ward County,,,,"$252,680",,,"$1,560",,,"$1,400",,,,,
,,Wells County,,,,"$109,020",,,$670,,,$610,,,,,
,,Williams County,,,,"$266,800",,,"$1,650",,,"$1,480",,,,,
,,Adams County,,,,"$151,110",,,$930,,,$810,,,,,
,,Allen County,,,,"$186,410",,,"$1,150",,,$920,,,,,
,,Ashland County,,,,"$178,240",,,"$1,100",,,$950,,,,,
,,Ashtabula County,,,,"$160,260",,,$990,,,$850,,,,,
,,Athens County,,,,"$176,170",,,"$1,090",,,$940,,,,,
,,Auglaize County,,,,"$183,250",,,"$1,130",,,$980,,,,,
,,Belmont County,,,,"$145,210",,,$900,,,$780,,,,,
,,Brown County,,,,"$179,620",,,"$1,110",,,$960,,,,,
,,Butler County,,,,"$292,190",,,"$1,800",,,"$1,550",,,,,
,,Carroll County,,,,"$169,660",,,"$1,050",,,$910,,,,,
,,Champaign County,,,,"$181,830",,,"$1,120",,,$970,,,,,
,,Clark County,,,,"$171,590",,,"$1,060",,,$940,,,,,
,,Clermont County,,,,"$273,190",,,"$1,690",,,"$1,450",,,,,
,,Clinton County,,,,"$188,260",,,"$1,160",,,"$1,000",,,,,
,,Columbiana County,,,,"$150,780",,,$930,,,$800,,,,,
,,Coshocton County,,,,"$140,110",,,$860,,,$750,,,,,
,,Crawford County,,,,"$127,470",,,$790,,,$680,,,,,
,,Cuyahoga County,,,,"$203,070",,,"$1,250",,,"$1,080",,,,,
,,Darke County,,,,"$171,920",,,"$1,060",,,$920,,,,,
,,Defiance County,,,,"$160,810",,,$990,,,$860,,,,,
,,Delaware County,,,,"$471,700",,,"$2,910",,,"$2,550",,,,,
,,Fairfield County,,,,"$300,690",,,"$1,860",,,"$1,620",,,,,
,,Fayette County,,,,"$164,950",,,"$1,020",,,$880,,,,,
,,Franklin County,,,,"$300,900",,,"$1,860",,,"$1,620",,,,,
,,Fulton County,,,,"$176,890",,,"$1,090",,,$950,,,,,
,,Gallia County,,,,"$145,990",,,$900,,,$780,,,,,
,,Geauga County,,,,"$355,920",,,"$2,200",,,"$1,900",,,,,
,,Greene County,,,,"$263,110",,,"$1,620",,,"$1,450",,,,,
,,Guernsey County,,,,"$158,850",,,$980,,,$850,,,,,
,,Hamilton County,,,,"$257,030",,,"$1,590",,,"$1,370",,,,,
,,Hancock County,,,,"$216,800",,,"$1,340",,,"$1,160",,,,,
,,Hardin County,,,,"$136,840",,,$840,,,$730,,,,,
,,Harrison County,,,,"$122,570",,,$760,,,$650,,,,,
,,Henry County,,,,"$171,590",,,"$1,060",,,$910,,,,,
,,Highland County,,,,"$159,390",,,$980,,,$850,,,,,
,,Hocking County,,,,"$178,780",,,"$1,100",,,$950,,,,,
,,Holmes County,,,,"$267,790",,,"$1,650",,,"$1,430",,,,,
,,Huron County,,,,"$165,160",,,"$1,020",,,$880,,,,,
,,Jackson County,,,,"$138,910",,,$860,,,$740,,,,,
,,Jefferson County,,,,"$122,200",,,$750,,,$670,,,,,
,,Knox County,,,,"$215,060",,,"$1,330",,,"$1,150",,,,,
,,Lake County,,,,"$227,360",,,"$1,400",,,"$1,210",,,,,
,,Lawrence County,,,,"$142,780",,,$880,,,$740,,,,,
,,Licking County,,,,"$286,160",,,"$1,770",,,"$1,540",,,,,
,,Logan County,,,,"$183,360",,,"$1,130",,,$980,,,,,
,,Lorain County,,,,"$226,060",,,"$1,390",,,"$1,210",,,,,
,,Lucas County,,,,"$164,530",,,"$1,020",,,$880,,,,,
,,Madison County,,,,"$216,530",,,"$1,340",,,"$1,170",,,,,
,,Mahoning County,,,,"$150,850",,,$930,,,$840,,,,,
,,Marion County,,,,"$155,580",,,$960,,,$830,,,,,
,,Medina County,,,,"$296,220",,,"$1,830",,,"$1,580",,,,,
,,Meigs County,,,,"$113,740",,,$700,,,$610,,,,,
,,Mercer County,,,,"$210,050",,,"$1,300",,,"$1,120",,,,,
,,Miami County,,,,"$212,050",,,"$1,310",,,"$1,170",,,,,
,,Monroe County,,,,"$133,790",,,$830,,,$710,,,,,
,,Montgomery County,,,,"$187,260",,,"$1,160",,,"$1,030",,,,,
,,Morgan County,,,,"$132,040",,,$810,,,$700,,,,,
,,Morrow County,,,,"$199,960",,,"$1,230",,,"$1,080",,,,,
,,Muskingum County,,,,"$189,570",,,"$1,170",,,"$1,010",,,,,
,,Noble County,,,,"$149,800",,,$920,,,$800,,,,,
,,Ottawa County,,,,"$194,240",,,"$1,200",,,"$1,040",,,,,
,,Paulding County,,,,"$133,130",,,$820,,,$710,,,,,
,,Perry County,,,,"$175,730",,,"$1,080",,,$940,,,,,
,,Pickaway County,,,,"$236,650",,,"$1,460",,,"$1,280",,,,,
,,Pike County,,,,"$143,050",,,$880,,,$760,,,,,
,,Portage County,,,,"$229,900",,,"$1,420",,,"$1,240",,,,,
,,Preble County,,,,"$167,420",,,"$1,030",,,$920,,,,,
,,Putnam County,,,,"$191,970",,,"$1,180",,,"$1,020",,,,,
,,Richland County,,,,"$175,870",,,"$1,090",,,$880,,,,,
,,Ross County,,,,"$186,950",,,"$1,150",,,"$1,000",,,,,
,,Sandusky County,,,,"$155,030",,,$960,,,$830,,,,,
,,Scioto County,,,,"$139,780",,,$860,,,$750,,,,,
,,Seneca County,,,,"$139,560",,,$860,,,$740,,,,,
,,Shelby County,,,,"$189,790",,,"$1,170",,,"$1,010",,,,,
,,Stark County,,,,"$183,880",,,"$1,130",,,$990,,,,,
,,Summit County,,,,"$211,220",,,"$1,300",,,"$1,140",,,,,
,,Trumbull County,,,,"$134,630",,,$830,,,$750,,,,,
,,Tuscarawas County,,,,"$191,090",,,"$1,180",,,"$1,020",,,,,
,,Union County,,,,"$364,080",,,"$2,250",,,"$1,960",,,,,
,,Van Wert County,,,,"$140,870",,,$870,,,$750,,,,,
,,Vinton County,,,,"$134,440",,,$830,,,$720,,,,,
,,Warren County,,,,"$349,730",,,"$2,160",,,"$1,860",,,,,
,,Washington County,,,,"$155,890",,,$960,,,$950,,,,,
,,Wayne County,,,,"$225,190",,,"$1,390",,,"$1,200",,,,,
,,Williams County,,,,"$142,830",,,$880,,,$760,,,,,
,,Wood County,,,,"$229,380",,,"$1,420",,,"$1,230",,,,,
,,Wyandot County,,,,"$168,000",,,"$1,040",,,$900,,,,,
,,Adair County,,,,"$113,390",,,$700,,,$630,,,,,
,,Alfalfa County,,,,"$100,920",,,$620,,,$560,,,,,
,,Atoka County,,,,"$128,900",,,$800,,,$710,,,,,
,,Beaver County,,,,"$111,610",,,$690,,,$620,,,,,
,,Beckham County,,,,"$156,980",,,$970,,,$870,,,,,
,,Blaine County,,,,"$128,690",,,$790,,,$710,,,,,
,,Bryan County,,,,"$158,760",,,$980,,,$880,,,,,
,,Caddo County,,,,"$104,690",,,$650,,,$580,,,,,
,,Canadian County,,,,"$245,730",,,"$1,520",,,"$1,360",,,,,
,,Carter County,,,,"$151,320",,,$930,,,$840,,,,,
,,Cherokee County,,,,"$151,530",,,$930,,,$840,,,,,
,,Choctaw County,,,,"$118,940",,,$730,,,$660,,,,,
,,Cimarron County,,,,"$81,630",,,$500,,,$450,,,,,
,,Cleveland County,,,,"$241,960",,,"$1,490",,,"$1,340",,,,,
,,Coal County,,,,"$95,150",,,$590,,,$530,,,,,
,,Comanche County,,,,"$157,220",,,$970,,,$840,,,,,
,,Cotton County,,,,"$110,560",,,$680,,,$610,,,,,
,,Craig County,,,,"$125,750",,,$780,,,$700,,,,,
,,Creek County,,,,"$179,670",,,"$1,110",,,$980,,,,,
,,Custer County,,,,"$176,790",,,"$1,090",,,$980,,,,,
,,Delaware County,,,,"$159,810",,,$990,,,$890,,,,,
,,Dewey County,,,,"$122,820",,,$760,,,$680,,,,,
,,Ellis County,,,,"$111,920",,,$690,,,$620,,,,,
,,Garfield County,,,,"$148,810",,,$920,,,$820,,,,,
,,Garvin County,,,,"$130,260",,,$800,,,$720,,,,,
,,Grady County,,,,"$185,580",,,"$1,150",,,"$1,030",,,,,
,,Grant County,,,,"$88,760",,,$550,,,$490,,,,,
,,Greer County,,,,"$102,070",,,$630,,,$570,,,,,
,,Harmon County,,,,"$82,260",,,$510,,,$460,,,,,
Oklahoma,,Harper County,,,,"$101,340",,,$630,,,$560,,,,,
,,Haskell County,,,,"$114,850",,,$710,,,$640,,,,,
,,Hughes County,,,,"$91,490",,,$560,,,$510,,,,,
,,Jackson County,,,,"$120,720",,,$740,,,$670,,,,,
,,Jefferson County,,,,"$75,660",,,$470,,,$420,,,,,
,,Johnston County,,,,"$103,850",,,$640,,,$580,,,,,
,,Kay County,,,,"$116,950",,,$720,,,$650,,,,,
,,Kingfisher County,,,,"$198,060",,,"$1,220",,,"$1,100",,,,,
,,Kiowa County,,,,"$84,040",,,$520,,,$470,,,,,
,,Latimer County,,,,"$107,310",,,$660,,,$590,,,,,
,,Le Flore County,,,,"$118,580",,,$730,,,$650,,,,,
,,Lincoln County,,,,"$148,170",,,$910,,,$820,,,,,
,,Logan County,,,,"$231,900",,,"$1,430",,,"$1,290",,,,,
,,Love County,,,,"$161,910",,,"$1,000",,,$900,,,,,
,,McClain County,,,,"$224,670",,,"$1,390",,,"$1,250",,,,,
,,McCurtain County,,,,"$116,740",,,$720,,,$650,,,,,
,,McIntosh County,,,,"$126,800",,,$780,,,$700,,,,,
,,Major County,,,,"$129,110",,,$800,,,$720,,,,,
,,Marshall County,,,,"$143,040",,,$880,,,$790,,,,,
,,Mayes County,,,,"$160,860",,,$990,,,$890,,,,,
,,Murray County,,,,"$155,300",,,$960,,,$860,,,,,
,,Muskogee County,,,,"$156,040",,,$960,,,$860,,,,,
,,Noble County,,,,"$147,650",,,$910,,,$820,,,,,
,,Nowata County,,,,"$118,520",,,$730,,,$660,,,,,
,,Okfuskee County,,,,"$109,300",,,$670,,,$610,,,,,
,,Oklahoma County,,,,"$229,700",,,"$1,420",,,"$1,270",,,,,
,,Okmulgee County,,,,"$113,140",,,$700,,,$620,,,,,
,,Osage County,,,,"$165,190",,,"$1,020",,,$900,,,,,
,,Ottawa County,,,,"$112,650",,,$700,,,$620,,,,,
,,Pawnee County,,,,"$122,400",,,$760,,,$670,,,,,
,,Payne County,,,,"$232,220",,,"$1,430",,,"$1,290",,,,,
,,Pittsburg County,,,,"$142,310",,,$880,,,$790,,,,,
,,Pontotoc County,,,,"$158,760",,,$980,,,$880,,,,,
,,Pottawatomie County,,,,"$168,190",,,"$1,040",,,$930,,,,,
,,Pushmataha County,,,,"$108,460",,,$670,,,$600,,,,,
,,Roger Mills County,,,,"$157,920",,,$970,,,$880,,,,,
,,Rogers County,,,,"$253,110",,,"$1,560",,,"$1,380",,,,,
,,Seminole County,,,,"$92,320",,,$570,,,$510,,,,,
,,Sequoyah County,,,,"$126,350",,,$780,,,$690,,,,,
,,Stephens County,,,,"$133,610",,,$820,,,$740,,,,,
,,Texas County,,,,"$153,210",,,$950,,,$850,,,,,
,,Tillman County,,,,"$65,920",,,$410,,,$370,,,,,
,,Tulsa County,,,,"$235,340",,,"$1,450",,,"$1,280",,,,,
,,Wagoner County,,,,"$244,490",,,"$1,510",,,"$1,330",,,,,
,,Washington County,,,,"$158,240",,,$980,,,$880,,,,,
,,Washita County,,,,"$107,520",,,$660,,,$600,,,,,
,,Woods County,,,,"$153,730",,,$950,,,$850,,,,,
,,Woodward County,,,,"$169,350",,,"$1,040",,,$940,,,,,
,,Baker County,,,,"$235,860",,,"$1,460",,,"$1,340",,,,,
,,Benton County,,,,"$529,340",,,"$3,270",,,"$3,020",,,,,
,,Clackamas County,,,,"$617,950",,,"$3,810",,,"$3,560",,,,,
,,Clatsop County,,,,"$416,100",,,"$2,570",,,"$2,370",,,,,
Oregon,,Columbia County,,,,"$367,690",,,"$2,270",,,"$2,120",,,,,
,,Coos County,,,,"$281,990",,,"$1,740",,,"$1,600",,,,,
,,Crook County,,,,"$375,790",,,"$2,320",,,"$2,140",,,,,
,,Curry County,,,,"$360,480",,,"$2,220",,,"$2,050",,,,,
,,Deschutes County,,,,"$671,120",,,"$4,140",,,"$3,860",,,,,
,,Douglas County,,,,"$353,030",,,"$2,180",,,"$2,010",,,,,
,,Gilliam County,,,,"$154,620",,,$950,,,$880,,,,,
,,Grant County,,,,"$189,320",,,"$1,170",,,"$1,080",,,,,
,,Harney County,,,,"$177,690",,,"$1,100",,,"$1,010",,,,,
,,Hood River County,,,,"$502,650",,,"$3,100",,,"$2,860",,,,,
,,Jackson County,,,,"$434,650",,,"$2,680",,,"$2,470",,,,,
,,Jefferson County,,,,"$313,530",,,"$1,930",,,"$1,780",,,,,
,,Josephine County,,,,"$414,670",,,"$2,560",,,"$2,360",,,,,
,,Klamath County,,,,"$271,480",,,"$1,680",,,"$1,540",,,,,
,,Lake County,,,,"$172,480",,,"$1,060",,,$980,,,,,
,,Lane County,,,,"$442,910",,,"$2,730",,,"$2,520",,,,,
,,Lincoln County,,,,"$352,420",,,"$2,170",,,"$2,010",,,,,
,,Linn County,,,,"$392,930",,,"$2,420",,,"$2,240",,,,,
,,Malheur County,,,,"$191,360",,,"$1,180",,,"$1,090",,,,,
,,Marion County,,,,"$413,170",,,"$2,550",,,"$2,300",,,,,
,,Morrow County,,,,"$218,310",,,"$1,350",,,"$1,240",,,,,
,,Multnomah County,,,,"$536,980",,,"$3,310",,,"$3,100",,,,,
,,Polk County,,,,"$473,700",,,"$2,920",,,"$2,630",,,,,
,,Sherman County,,,,"$190,140",,,"$1,170",,,"$1,080",,,,,
,,Tillamook County,,,,"$370,580",,,"$2,290",,,"$2,110",,,,,
,,Umatilla County,,,,"$299,960",,,"$1,850",,,"$1,710",,,,,
,,Union County,,,,"$248,420",,,"$1,530",,,"$1,410",,,,,
,,Wallowa County,,,,"$343,840",,,"$2,120",,,"$1,960",,,,,
,,Wasco County,,,,"$304,350",,,"$1,880",,,"$1,730",,,,,
,,Washington County,,,,"$592,370",,,"$3,660",,,"$3,420",,,,,
,,Wheeler County,,,,"$198,920",,,"$1,230",,,"$1,130",,,,,
,,Yamhill County,,,,"$485,920",,,"$3,000",,,"$2,800",,,,,
,,Adams County,,,,"$271,630",,,"$1,680",,,"$1,490",,,,,
,,Allegheny County,,,,"$236,520",,,"$1,460",,,"$1,290",,,,,
,,Armstrong County,,,,"$146,900",,,$910,,,$800,,,,,
,,Beaver County,,,,"$190,540",,,"$1,180",,,"$1,040",,,,,
,,Bedford County,,,,"$175,360",,,"$1,080",,,$960,,,,,
,,Berks County,,,,"$269,620",,,"$1,660",,,"$1,440",,,,,
,,Blair County,,,,"$160,190",,,$990,,,$920,,,,,
,,Bradford County,,,,"$180,130",,,"$1,110",,,$990,,,,,
,,Bucks County,,,,"$445,230",,,"$2,750",,,"$2,480",,,,,
,,Butler County,,,,"$305,120",,,"$1,880",,,"$1,660",,,,,
,,Cambria County,,,,"$124,410",,,$770,,,$660,,,,,
,,Cameron County,,,,"$91,180",,,$560,,,$500,,,,,
,,Carbon County,,,,"$221,930",,,"$1,370",,,"$1,180",,,,,
,,Centre County,,,,"$317,200",,,"$1,960",,,"$1,800",,,,,
,,Chester County,,,,"$473,350",,,"$2,920",,,"$2,640",,,,,
,,Clarion County,,,,"$152,110",,,$940,,,$830,,,,,
,,Clearfield County,,,,"$131,830",,,$810,,,$720,,,,,
,,Clinton County,,,,"$175,250",,,"$1,080",,,$960,,,,,
,,Columbia County,,,,"$194,460",,,"$1,200",,,"$1,060",,,,,
,,Crawford County,,,,"$155,080",,,$960,,,$850,,,,,
Pennsylvania,,Cumberland County,,,,"$273,820",,,"$1,690",,,"$1,510",,,,,
,,Dauphin County,,,,"$229,130",,,"$1,410",,,"$1,260",,,,,
,,Delaware County,,,,"$329,320",,,"$2,030",,,"$1,840",,,,,
,,Elk County,,,,"$129,390",,,$800,,,$710,,,,,
,,Erie County,,,,"$178,930",,,"$1,100",,,$960,,,,,
,,Fayette County,,,,"$139,540",,,$860,,,$760,,,,,
,,Forest County,,,,"$108,590",,,$670,,,$590,,,,,
,,Franklin County,,,,"$250,300",,,"$1,540",,,"$1,370",,,,,
,,Fulton County,,,,"$199,560",,,"$1,230",,,"$1,090",,,,,
,,Greene County,,,,"$149,560",,,$920,,,$820,,,,,
,,Huntingdon County,,,,"$179,390",,,"$1,110",,,$980,,,,,
,,Indiana County,,,,"$159,330",,,$980,,,$870,,,,,
,,Jefferson County,,,,"$128,540",,,$790,,,$700,,,,,
,,Juniata County,,,,"$197,330",,,"$1,220",,,"$1,080",,,,,
,,Lackawanna County,,,,"$185,380",,,"$1,140",,,"$1,060",,,,,
,,Lancaster County,,,,"$306,850",,,"$1,890",,,"$1,670",,,,,
,,Lawrence County,,,,"$136,720",,,$840,,,$750,,,,,
,,Lebanon County,,,,"$257,310",,,"$1,590",,,"$1,330",,,,,
,,Lehigh County,,,,"$314,560",,,"$1,940",,,"$1,670",,,,,
,,Luzerne County,,,,"$171,620",,,"$1,060",,,$980,,,,,
,,Lycoming County,,,,"$202,710",,,"$1,250",,,"$1,130",,,,,
,,McKean County,,,,"$102,540",,,$630,,,$560,,,,,
,,Mercer County,,,,"$163,190",,,"$1,010",,,$910,,,,,
,,Mifflin County,,,,"$139,370",,,$860,,,$760,,,,,
,,Monroe County,,,,"$276,300",,,"$1,700",,,"$1,510",,,,,
,,Montgomery County,,,,"$430,230",,,"$2,650",,,"$2,400",,,,,
,,Montour County,,,,"$241,800",,,"$1,490",,,"$1,320",,,,,
,,Northampton County,,,,"$320,030",,,"$1,970",,,"$1,700",,,,,
,,Northumberland County,,,,"$171,430",,,"$1,060",,,$940,,,,,
,,Perry County,,,,"$221,970",,,"$1,370",,,"$1,220",,,,,
,,Philadelphia County,,,,"$247,770",,,"$1,530",,,"$1,380",,,,,
,,Pike County,,,,"$240,690",,,"$1,490",,,"$1,310",,,,,
,,Potter County,,,,"$143,510",,,$890,,,$790,,,,,
,,Schuylkill County,,,,"$150,410",,,$930,,,$820,,,,,
,,Snyder County,,,,"$209,430",,,"$1,290",,,"$1,150",,,,,
,,Somerset County,,,,"$144,680",,,$890,,,$790,,,,,
,,Sullivan County,,,,"$190,000",,,"$1,170",,,"$1,040",,,,,
,,Susquehanna County,,,,"$211,230",,,"$1,300",,,"$1,160",,,,,
,,Tioga County,,,,"$175,140",,,"$1,080",,,$960,,,,,
,,Union County,,,,"$223,230",,,"$1,380",,,"$1,220",,,,,
,,Venango County,,,,"$115,170",,,$710,,,$630,,,,,
,,Warren County,,,,"$123,450",,,$760,,,$680,,,,,
,,Washington County,,,,"$239,290",,,"$1,480",,,"$1,300",,,,,
,,Wayne County,,,,"$223,970",,,"$1,380",,,"$1,230",,,,,
,,Westmoreland County,,,,"$205,900",,,"$1,270",,,"$1,120",,,,,
,,Wyoming County,,,,"$197,020",,,"$1,220",,,"$1,130",,,,,
,,York County,,,,"$254,650",,,"$1,570",,,"$1,390",,,,,
Rhode Island,,Bristol County,,,,"$484,670",,,"$2,990",,,"$2,580",,,,,
,,Kent County,,,,"$370,080",,,"$2,280",,,"$1,970",,,,,
,,Newport County,,,,"$674,510",,,"$4,160",,,"$3,590",,,,,
,,Providence County,,,,"$393,890",,,"$2,430",,,"$2,090",,,,,
,,Washington County,,,,"$539,170",,,"$3,330",,,"$2,870",,,,,
South Carolina,,Abbeville County,,,,"$129,110",,,$800,,,$690,,,,,
,,Aiken County,,,,"$226,740",,,"$1,400",,,"$1,230",,,,,
,,Allendale County,,,,"$67,390",,,$420,,,$360,,,,,
,,Anderson County,,,,"$250,020",,,"$1,540",,,"$1,350",,,,,
,,Bamberg County,,,,"$105,990",,,$650,,,$560,,,,,
,,Barnwell County,,,,"$105,880",,,$650,,,$560,,,,,
,,Beaufort County,,,,"$505,100",,,"$3,120",,,"$2,690",,,,,
,,Berkeley County,,,,"$339,020",,,"$2,090",,,"$1,760",,,,,
,,Calhoun County,,,,"$138,210",,,$850,,,$760,,,,,
,,Charleston County,,,,"$547,290",,,"$3,380",,,"$2,850",,,,,
,,Cherokee County,,,,"$135,760",,,$840,,,$720,,,,,
,,Chester County,,,,"$141,360",,,$870,,,$780,,,,,
,,Chesterfield County,,,,"$99,670",,,$610,,,$530,,,,,
,,Clarendon County,,,,"$146,120",,,$900,,,$780,,,,,
,,Colleton County,,,,"$138,710",,,$860,,,$740,,,,,
,,Darlington County,,,,"$138,430",,,$850,,,$770,,,,,
,,Dillon County,,,,"$97,600",,,$600,,,$520,,,,,
,,Dorchester County,,,,"$355,980",,,"$2,200",,,"$1,850",,,,,
,,Edgefield County,,,,"$173,900",,,"$1,070",,,$950,,,,,
,,Fairfield County,,,,"$130,080",,,$800,,,$720,,,,,
,,Florence County,,,,"$180,920",,,"$1,120",,,"$1,010",,,,,
,,Georgetown County,,,,"$255,820",,,"$1,580",,,"$1,360",,,,,
,,Greenville County,,,,"$311,880",,,"$1,920",,,"$1,680",,,,,
,,Greenwood County,,,,"$176,000",,,"$1,090",,,$940,,,,,
,,Hampton County,,,,"$102,390",,,$630,,,$550,,,,,
,,Horry County,,,,"$308,150",,,"$1,900",,,"$1,660",,,,,
,,Jasper County,,,,"$265,740",,,"$1,640",,,"$1,420",,,,,
,,Kershaw County,,,,"$212,330",,,"$1,310",,,"$1,170",,,,,
,,Lancaster County,,,,"$343,350",,,"$2,120",,,"$1,880",,,,,
,,Laurens County,,,,"$176,940",,,"$1,090",,,$950,,,,,
,,Lee County,,,,"$101,850",,,$630,,,$540,,,,,
,,Lexington County,,,,"$235,340",,,"$1,450",,,"$1,290",,,,,
,,McCormick County,,,,"$130,310",,,$800,,,$690,,,,,
,,Marion County,,,,"$98,360",,,$610,,,$520,,,,,
,,Marlboro County,,,,"$84,950",,,$520,,,$450,,,,,
,,Newberry County,,,,"$151,790",,,$940,,,$810,,,,,
,,Oconee County,,,,"$229,210",,,"$1,410",,,"$1,220",,,,,
,,Orangeburg County,,,,"$141,760",,,$870,,,$750,,,,,
,,Pickens County,,,,"$247,330",,,"$1,530",,,"$1,330",,,,,
,,Richland County,,,,"$239,040",,,"$1,470",,,"$1,310",,,,,
,,Saluda County,,,,"$124,380",,,$770,,,$680,,,,,
,,Spartanburg County,,,,"$254,930",,,"$1,570",,,"$1,340",,,,,
,,Sumter County,,,,"$196,620",,,"$1,210",,,$940,,,,,
,,Union County,,,,"$103,920",,,$640,,,$550,,,,,
,,Williamsburg County,,,,"$94,760",,,$580,,,$500,,,,,
,,York County,,,,"$387,890",,,"$2,390",,,"$2,130",,,,,
,,Aurora County,,,,"$127,230",,,$790,,,$700,,,,,
